T_ID,mask_area,area_m2
1,31.833680792264033,2.8650312713037627
2,27.37518208388644,2.4637663875497795
3,31.566170872355716,2.8409553785120143
4,34.86545991926064,3.137891392733457
5,25.770122549960334,2.31931102949643
6,27.73186197895358,2.4958675781058224
7,35.489649734792735,3.194068476131346
8,31.744510819054742,2.8570059737149265
9,38.16474895976372,3.4348274063787345
10,32.01202073784979,2.881081866406481
11,21.846643683628542,1.9661979315265687
12,34.330440069980206,3.0897396062982185
13,29.158581567571794,2.6242723410814612
14,34.41961004346824,3.0977649039121413
15,34.77628993964952,3.129866094568457
16,20.509094068776257,1.8458184661898631
17,20.687434014918654,1.861869061342679
18,32.45787060946694,2.9212083548520242
19,32.2795306627679,2.9051577596491107
20,35.13296983805566,3.161967285425009
21,27.01850218436615,2.431665196592953
22,27.55352203197579,2.479816982877821
23,28.08854187513402,2.5279687687620616
24,23.273363269462692,2.094602694251642
25,37.094709269831256,3.3385238342848127
26,31.209490972834562,2.8088541875551103
27,26.305142389778712,2.367462815080084
28,22.827513397009294,2.0544762057308366
29,31.922850764639634,2.873056568817567
30,16.318105283647682,1.4686294755282914
31,17.298974999534607,1.5569077499581145
32,31.387830921759296,2.8249047829583365
33,31.922850772153865,2.8730565694938477
34,32.992890457911976,2.9693601412120776
35,24.5217429094332,2.206956861848988
36,26.840162237944995,2.4156146014150495
37,18.190674741099844,1.6371607266989858
38,27.99937190442833,2.5199434713985496
39,37.00553929439453,3.3304985364955075
40,26.12680244419297,2.3514122199773673
41,24.34340296190049,2.190906266571044
42,23.362533243785272,2.1026279919406745
43,34.77628994382303,3.1298660949440724
44,28.980241621429393,2.6082217459286454
45,34.152100126343115,3.07368901137088
46,31.744510822950375,2.8570059740655336
47,26.66182229069103,2.399564006162193
48,36.9163693236897,3.322473239132073
49,37.36221919363692,3.3625997274273223
50,39.85897847135135,3.5873080624216214
51,22.114153606875,1.99027382461875
52,33.08206043362658,2.977385439026392
53,29.961111334812742,2.6965000201331466
54,31.74451081988928,2.857005973790035
55,23.005853349275622,2.0705268014348057
56,31.12032100240764,2.8008288902166876
57,22.827513399514626,2.054476205956316
58,33.97376017713962,3.0576384159425656
59,29.15858156868509,2.624272341181658
60,21.489963788560534,1.934096740970448
61,23.095023321650366,2.078552098948533
62,17.923164818129553,1.6130848336316597
63,23.54087319382416,2.1186785874441743
64,33.34957035409327,3.001461331868394
65,17.83399484491855,1.6050595360426694
66,24.521742908598664,2.2069568617738797
67,34.597949994340794,3.1138154994906713
68,23.273363269740578,2.094602694276652
69,24.967592779937057,2.2470833501943352
70,25.502612624765213,2.295235136228869
71,24.165063011861587,2.174855671067543
72,20.15241417426661,1.8137172756839948
73,40.03731841554596,3.6033586573991365
74,29.51526146570006,2.6563735319130055
75,27.28601210956301,2.455741089860671
76,19.795734275860468,1.781616084827442
77,23.0950233224849,2.078552099023641
78,30.763641100940397,2.7687276990846357
79,18.99320450806202,1.709388405725582
80,24.254232986740803,2.182880968806672
81,34.3304400727634,3.089739606548706
82,28.44522177604548,2.560069959844093
83,29.4260914919324,2.6483482342739157
84,23.18419329541716,2.0865773965875443
85,30.58530115229268,2.752677103706341
86,34.50878002001737,3.1057902018015633
87,31.766944127216682,2.859024971449501
88,56.13221713060432,5.051899541754389
89,22.56000347793722,2.0304003130143498
90,23.71921314052234,2.1347291826470105
91,25.770122546343462,2.3193110291709114
92,15.515575514180185,1.3964017962762165
93,31.20949097561777,2.8088541878055993
94,32.36870063792585,2.913183057413326
95,29.426091491932397,2.6483482342739157
96,29.604431440301376,2.6643988296271237
97,29.15858157063291,2.6242723413569617
98,26.840162238502504,2.4156146014652253
99,26.305142396179665,2.36746281565617
100,29.693601413512386,2.6724241272161144
101,27.999371903314177,2.519943471298276
102,19.26071442963942,1.733464298667548
103,28.177711851404386,2.5359940666263947
104,32.72538053828153,2.945284248445337
105,38.25391893881818,3.442852704493636
106,19.528224352889325,1.757540191760039
107,31.65534084278265,2.8489806758504383
108,29.247751540781955,2.632297638670376
109,33.17123040683671,2.985410736615304
110,17.47731494873812,1.5729583453864306
111,21.84664368084448,1.9661979312760032
112,36.91636932424551,3.3224732391820955
113,29.069411594360798,2.616247043492472
114,30.496131181866588,2.744651806367993
115,30.85281107721164,2.7767529969490474
116,28.980241617810805,2.608221745602972
117,26.037632471818213,2.343386922463639
118,12.572966366796418,1.1315669730116775
119,27.553522028636795,2.4798169825773115
120,29.96111133175078,2.69650001985757
121,32.012020746477326,2.881081867182959
122,27.196842133570517,2.4477157920213464
123,29.247751541341174,2.6322976387207055
124,25.948462495547837,2.3353616245993054
125,23.986723061544804,2.1588050755390324
126,29.069411591020945,2.6162470431918847
127,28.80190167166927,2.592171150450234
128,35.93549960529661,3.234194964476695
129,23.17850711920127,2.086065640728114
130,63.85707388755363,5.747136649879827
131,13.464666106412965,1.2118199495771669
132,36.20300952910142,3.2582708576191277
133,26.394312366050823,2.375488112944574
134,29.6044314347358,2.664398829126222
135,21.57913375926535,1.9421220383338813
136,25.056762753147204,2.2551086477832483
137,23.540873192432983,2.118678587318968
138,29.8719413607672,2.688474722469048
139,29.693601412954877,2.6724241271659386
140,25.591782599644432,2.3032604339679987
141,31.566170871242434,2.840955378411819
142,33.43874033370351,3.0094866300333156
143,17.29897499897797,1.5569077499080175
144,33.6170802770627,3.0255372249356425
