T_ID,mask_area,area_m2
1,27.375182083886443,2.46376638754978
2,31.477000896084455,2.8329300806476008
3,31.744510822115856,2.857005973990427
4,36.02466958462981,3.242220262616683
5,25.94846249749477,2.3353616247745292
6,26.750992264734855,2.407589303826137
7,32.725380536889496,2.9452842483200543
8,35.470756492679925,3.1923680843411932
9,37.1838792488857,3.346549132399713
10,32.54704058963383,2.929233653067045
11,18.725694585370498,1.6853125126833448
12,40.393998317570706,3.6354598485813634
13,29.69360141518316,2.6724241273664844
14,32.101190717460895,2.8891071645714805
15,32.992890459304,2.96936014133736
16,16.407275252404688,1.4766547727164219
17,11.592096648960807,1.0432886984064726
18,27.910201928156212,2.511918173534059
19,28.62356172385693,2.576120555147124
20,60.31668904502009,5.428502014051808
21,25.235102699011712,2.271159242911054
22,23.6300431664768,2.126703884982912
23,26.215972415178257,2.359437517366043
24,20.95494394178543,1.8859449547606886
25,32.27953066193423,2.9051577595740805
26,26.305142393952245,2.367462815455702
27,24.521742906372108,2.20695686157349
28,17.298974998142587,1.5569077498328328
29,26.92933221310555,2.4236398991794994
30,13.553836078509825,1.2198452470658843
31,13.464666109194454,1.2118199498275009
32,31.833680792263184,2.8650312713036863
33,29.961111334256096,2.6965000200830485
34,30.13945128373663,2.7125506155362964
35,19.082374481549195,1.7174137033394274
36,18.369014690302492,1.6532113221272242
37,11.592096649517451,1.0432886984565706
38,27.018502188261788,2.4316651969435608
39,35.311309786145905,3.1780178807531314
40,26.305142392838956,2.367462815355506
41,18.81486456136298,1.6933378105226682
42,19.349884407026533,1.7414895966323878
43,27.910201927877466,2.5119181735089717
44,24.61091288097341,2.2149821592876067
45,33.973760169068726,3.0576384152161853
46,26.215972419072173,2.3594375177164957
47,26.03763246792257,2.3433869221130315
48,33.7062502497162,3.033562522474458
49,35.48964973952462,3.194068476557216
50,32.36870064098609,2.913183057688748
51,24.432572936500947,2.1989315642850853
52,26.48348234093089,2.38351341068378
53,25.9484624961036,2.3353616246493236
54,24.432572935109782,2.19893156415988
55,20.063244199941455,1.805691977994731
56,27.018502190488356,2.431665197143952
57,20.419924097791792,1.8377931688012612
58,31.120321002686385,2.8008288902417746
59,28.623561724691474,2.5761205552222326
60,22.470833505561608,2.0223750155005447
61,24.343402961065955,2.190906266495936
62,18.012334792174233,1.6211101312956808
63,21.489963786611856,1.9340967407950669
64,20.509094068221323,1.845818466139919
65,12.394626420097374,1.1155163778087636
66,22.82751340201994,2.0544762061817945
67,35.75715965971083,3.2181443693739746
68,25.32427268084938,2.279184541276444
69,27.46435205793196,2.4717916852138764
70,23.451703219780345,2.110653289780231
71,19.884904247956456,1.789641382316081
72,18.636524607428466,1.677287214668562
73,46.90340643622255,4.221306579260029
74,26.2159724190739,2.359437517716651
75,24.878422801717992,2.2390580521546193
76,9.987037112253232,0.8988333401027908
77,19.795734274745456,1.781616084727091
78,29.961111332307432,2.6965000199076687
79,16.67478517565287,1.5007306658087585
80,22.292493552182002,2.00632441969638
81,39.413128600292595,3.5471815740263333
82,28.891071646269722,2.600196448164275
83,27.018502185201545,2.431665196668139
84,18.458184661563944,1.6612366195407549
85,31.387830923708865,2.824904783133798
86,34.33044006914396,3.0897396062229565
87,25.859292522336826,2.3273363270103142
88,24.70008285501983,2.2230074569517844
89,18.54735463477582,1.669261917129824
90,19.617394328325172,1.7655654895492654
91,25.770122546900108,2.3193110292210095
92,13.553836081848816,1.2198452473663934
93,28.445221775767582,2.5600699598190824
94,25.591782602148875,2.303260434193399
95,26.12680244614079,2.351412220152671
96,21.489963786333973,1.9340967407700576
97,30.139451282065835,2.712550615385925
98,31.744510819609662,2.8570059737648696
99,23.451703218664463,2.1106532896798016
100,27.28601210706027,2.455741089635424
101,23.630043165642267,2.126703884907804
102,18.19067473970695,1.6371607265736254
103,19.082374483219986,1.7174137034897987
104,33.706250251942755,3.0335625226748477
105,29.247751542173134,2.632297638795582
106,17.209805023542987,1.5488824521188689
107,30.674471131069254,2.760702401796233
108,29.158581565067344,2.6242723408560606
109,36.47051945540897,3.282346750986807
110,15.872255411752649,1.4285029870577384
111,21.75747370680151,1.9581726336121357
112,39.57977068254992,3.5621793614294925
113,51.3853008773801,4.624677078964209
114,22.292493553854516,2.0063244198469063
115,29.87194136104508,2.6884747224940573
116,34.824011399320526,3.1341610259388473
117,63.7502586155054,5.737523275395486
118,11.770436594825318,1.0593392935342787
119,21.489963783272863,1.9340967404945575
120,32.28641393164813,2.9057772538483313
121,38.343088915922216,3.4508780024329995
122,25.324272671666073,2.2791845404499465
123,9.719527186224429,0.8747574467601986
124,23.095023323321165,2.078552099098905
125,23.540873192155097,2.1186785872939584
126,26.750992265849,2.40758930392641
127,26.92933221115686,2.4236398990041175
128,37.62972911493644,3.3866756203442794
129,14.356365846306542,1.2920729261675887
130,31.120320999903164,2.8008288899912848
131,7.490277833702537,0.6741250050332284
132,34.508780020574015,3.1057902018516614
133,39.63910600159554,3.5675195401435986
134,35.22213981460394,3.1699925833143547
135,19.26071443047567,1.7334642987428102
136,20.687434020762964,1.8618690618686666
137,22.738343423244235,2.0464509080919813
138,33.349570356596004,3.00146133209364
139,27.464352055705405,2.4717916850134865
140,25.68095257368909,2.311285731632018
141,22.29249355691562,2.0063244201224055
142,29.782771388949094,2.6804494250054183
143,11.413756700591842,1.0272381030532658
144,29.69360141323363,2.6724241271910265
